Title,Description,Link,Category,Publication Date,article_id
"‘Mandakini’ movie review: Althaf Salim, Anarkali Marikar’s wedding drama entertains in parts only","Filmmaker Unni Leela’s ‘Mandakini’ is about a funny post-marriage fiasco, but the the humour falls flat in several scenes",https://www.thehindu.com/entertainment/movies/mandakini-movie-review-althaf-salim-anarkali-marikars-wedding-drama-entertains-in-parts-only/article68211060.ece,Entertainment,"Fri, 24 May 2024 17:18:55 +0530",2603
Tesla CEO Elon Musk kicks off surprise trip to Beijing: report,"Musk said this month Tesla may make FSD available to customers in China ""very soon""",https://www.thehindu.com/business/Industry/tesla-ceo-elon-musk-kicks-off-surprise-trip-to-beijing-report/article68117180.ece,Business,"Sun, 28 Apr 2024 13:53:08 +0530",2604
"An expressive confluence of dance, folk art and animation",When Walls Dance spoke of the bond between man and nature that is slowly vanishing due to urbanisation,https://www.thehindu.com/news/cities/Tiruchirapalli/an-expressive-confluence-of-dance-folk-art-and-animation/article67858027.ece,Entertainment,"Sat, 17 Feb 2024 22:02:50 +0530",2606
Actor Kani Kusruti’s watermelon clutch at Cannes was designed in Kochi,Diya John who designed actor Kani Kusruti’s watermelon slice bag talks about how it came to be,https://www.thehindu.com/life-and-style/actor-kani-kusrutis-watermelon-clutch-at-cannes-was-designed-in-kochi/article68220802.ece,Entertainment,"Mon, 27 May 2024 17:07:13 +0530",2607
Mining output growth hit 19-month low of 1.2% in signal for March IIP,"Mining accounts for 14.3% of the Index of Industrial Production and had grown 8% in February, lifting IIP growth to a four-month peak of 5.7%",https://www.thehindu.com/business/Industry/mining-output-growth-hit-19-month-low-of-12-in-signal-for-march-iip/article68136653.ece,Business,"Fri, 03 May 2024 20:48:31 +0530",2608
Summer of 2024 | Travel edition,"The Magazine’s special edition addresses everything from the realities of tourism in the middle of a heatwave and the plight of our once pristine hill stations, to 10 new travel books and unplanned holidays with the kids",https://www.thehindu.com/life-and-style/travel/summer-of-2024-travel-edition-sunday-magazine/article68057637.ece,life-and-style,"Fri, 12 Apr 2024 16:52:09 +0530",2609
Rosewood rush,"AstaGuru’s latest auction ‘Heirloom Treasures’ showcases antique rosewood furniture, especially seating and cabinet offerings, from private collections across the country",https://www.thehindu.com/life-and-style/homes-and-gardens/rosewood-rush-astaguru-auction-heirloom-treasures-antique-furniture/article67979513.ece,life-and-style,"Fri, 22 Mar 2024 15:10:01 +0530",2610
"A suitcase full of clouds | Stocking up on chubitchi brew and smoked pork in Iewduh, Shillong","When a restaurant owner from Chennai made space in her suitcase for Khasi delicacies, smoked meats, and some local liquor",https://www.thehindu.com/life-and-style/travel/iewduh-suitcase-full-of-clouds-chubitchi-brew-smoked-pork-in-shillong/article68046320.ece,life-and-style,"Fri, 12 Apr 2024 11:15:00 +0530",2611
"Mohith makes crucial save in penalty shootout, India beat Pakistan for bronze",The penalty shootout went all the way to sudden death and Mohith tackled Hannan perfectly to seal India's victory,https://www.thehindu.com/sport/hockey/mohith-makes-crucial-save-in-penalty-shootout-india-beat-pakistan-for-bronze/article67498905.ece,Sport,"Sat, 04 Nov 2023 22:49:40 +0530",2614
A new scheme to develop deep tech for defence purposes: Finance Minister,"For tech-savvy youth, a corpus of ₹1 lakh crore will be established with 50-year interest free loans for providing long term financing or refinancing with long tenures and low or nil interest rates",https://www.thehindu.com/sci-tech/technology/a-new-scheme-to-develop-deep-tech-for-defence-purposes-finance-minister/article67799745.ece,Business,"Thu, 01 Feb 2024 13:24:54 +0530",2615
Why Vazhenkada Vijayan preferred classrooms over stage?,"Revered Kathakali teacher Vazhenkada Vijayan, who passed away recently, enjoyed the process of training young aspirants in both theory and performance technique",https://www.thehindu.com/entertainment/dance/why-vazhenkada-vijayan-preferred-classrooms-over-stage/article67928296.ece,Entertainment,"Fri, 08 Mar 2024 16:08:54 +0530",2617
Only 1 black African in WC squad unacceptable: CSA slammed for not meeting transformational targets,"Six players of colour are required to be in the South Africa playing eleven including two from the black African community. With Rabada being the only black African in the squad, the national team is set to miss its target.",https://www.thehindu.com/sport/cricket/only-1-black-african-in-wc-squad-unacceptable-csa-slammed-for-not-meeting-transformational-targets/article68178392.ece,Sport,"Wed, 15 May 2024 17:08:12 +0530",2618
"Araku Pinery, a new community-based eco-tourism project near Visakhapatnam","Enjoy misty winter mornings with a warm cup of coffee at Araku Pinery, a new eco-tourism project by the AP Forest Department in Anjoda, located at a distance of about 130 kilometres from Visakhapatnam",https://www.thehindu.com/life-and-style/travel/araku-pinery-a-new-community-based-eco-tourism-project-near-visakhapatnam/article67729666.ece,life-and-style,"Thu, 11 Jan 2024 19:07:09 +0530",2619
"ISL | Odisha, Mohun Bagan in battle of equals",The two teams have remained inseparable in the previous two meetings in the league stage (2-2 and 0-0) this season.,https://www.thehindu.com/sport/football/isl-odisha-mohun-bagan-in-battle-of-equals/article68095614.ece,Sport,"Mon, 22 Apr 2024 21:46:09 +0530",2620
"‘Baby Reindeer’ series review: A raw, riveting take on obsession and abuse","Richard Gadd lays parts of his life bare in this tale of obsession, loneliness, confidence and abuse, which while difficult to watch, is gripping and necessary",https://www.thehindu.com/entertainment/movies/baby-reindeer-series-review-a-raw-riveting-take-on-obsession-and-abuse/article68067585.ece,Entertainment,"Mon, 15 Apr 2024 17:57:27 +0530",2621
Budget 2024 | New scheme for affordable middle class housing,"She also mentioned about rooftop solarisation to ensure one crore household free electricity of up to 300 units per month, leading to household savings of ₹15,000-18,000 annually.",https://www.thehindu.com/business/budget/housing-scheme-to-be-launched-for-deserving-middle-class-sitharaman-in-budget-speech/article67799636.ece,Business,"Thu, 01 Feb 2024 12:35:49 +0530",2622
The play Metamorphosis reimagined the space beyond the proscenium,"Metamorphosis, staged at the Studio Theatre of the Department of Performing Arts, Pondicherry University, is a nerve-wracking non-verbal performance that banks on its actors and audience connect",https://www.thehindu.com/entertainment/theatre/the-play-metamorphosis-reimagined-the-space-beyond-the-proscenium/article67569374.ece,Entertainment,"Fri, 24 Nov 2023 15:52:22 +0530",2623
Nadal to make long-awaited ATP return next week in Barcelona,"Rafael Nadal, who turns 38 in June, will be looking for a problem-free return as he builds towards seeking a record-extending 15th French Open title",https://www.thehindu.com/sport/tennis/nadal-to-make-long-awaited-atp-return-next-week-in-barcelona/article68062806.ece,Sport,"Sun, 14 Apr 2024 06:15:00 +0530",2625
Can we take weight loss off the pedestal?,Body shaming became passe in the last decade; trolls need to stop from being vicious,https://www.thehindu.com/life-and-style/fitness/can-we-take-weight-loss-off-the-pedestal/article65480722.ece,life-and-style,"Fri, 03 Jun 2022 02:26:08 +0530",2627
Fix your WFH space,"An ergonomic chair, a few indoor plants and ambient lighting can increase comfort and productivity in a hybrid environment",https://www.thehindu.com/life-and-style/homes-and-gardens/working-from-home-design-interiors/article67269361.ece,life-and-style,"Fri, 08 Sep 2023 18:14:50 +0530",2628
"Coach Ki Khoj: Deadline ends but BCCI, Gautam Gambhir remain mum","After guiding Kolkata Knight Riders to their third IPL trophy on May 26, it is but natural that Gambhir's name is getting more momentum.",https://www.thehindu.com/sport/cricket/coach-ki-khoj-deadline-ends-but-bcci-gautam-gambhir-remain-mum/article68222784.ece,Sport,"Mon, 27 May 2024 22:28:52 +0530",2629
‘Presumed Innocent’ trailer: Jake Gyllenhaal is a prosecutor accused of murdering his mistress in this gripping drama,The eight-part limited series hails from multi-Emmy Award-winners David E Kelley and JJ Abrams,https://www.thehindu.com/entertainment/movies/presumed-innocent-trailer-jake-gyllenhaal-is-a-prosecutor-accused-of-murdering-his-mistress-in-this-gripping-drama/article68206738.ece,Entertainment,"Thu, 23 May 2024 12:45:03 +0530",2631
Interim Budget 2024 | Viability gap funding to be provided for 1 GW offshore wind energy: FM Sitharaman,FM Nirmala Sitharaman said the viability gap funding help the country become net-zero emissions by 2070,https://www.thehindu.com/business/budget/interim-budget-2024-viability-gap-funding-to-be-provided-for-1-gw-offshore-wind-energy-fm-nirmala-sitharaman/article67799772.ece,Business,"Thu, 01 Feb 2024 13:29:07 +0530",2632
"Varugeese Koshy, chess International Master and renowned trainer, dies",Koshy was one of the few self-taught gentlemen of the chess world,https://www.thehindu.com/sport/other-sports/varugeese-koshy-chess-international-master-and-renowned-trainer-dies/article68156368.ece,Sport,"Thu, 09 May 2024 12:06:48 +0530",2633
Watch | Bhumi Pednekar’s latest venture - a boutique hotel in Goa,"This boutique resort, facing the Ashwem beach in Goa, has a familiar name connected with it – ‘Badhaai Do’ famous Bhumi Pednekar.",https://www.thehindu.com/life-and-style/leisure/watch-bhumi-pednekars-latest-venture-a-boutique-hotel-in-goa/article67115902.ece,life-and-style,"Mon, 24 Jul 2023 18:11:56 +0530",2634
China’s property ‘whitelist’ lifeline stutters amid sector gloom,"China’s housing market struggles to secure new loans despite government efforts, reflecting deep-seated caution and economic uncertainty",https://www.thehindu.com/business/Economy/chinas-property-whitelist-lifeline-stutters-amid-sector-gloom/article68177630.ece,Business,"Wed, 15 May 2024 13:55:06 +0530",2635
UWW suspends Bajrang Punia; SAI approves his training stint abroad but wrestler cancels trip,"""Provisionally suspended by NADO IND for alleged ADRV (Anti-Doping Rule Violation),"" was the reason mentioned by the wrestling's world governing body for suspension",https://www.thehindu.com/sport/other-sports/uww-suspends-bajrang-punia-sai-approves-his-training-stint-abroad-but-wrestler-cancels-trip/article68156883.ece,Sport,"Thu, 09 May 2024 15:31:39 +0530",2637
The growing industry of personalised beauty brands in India,"India’s homegrown personalised beauty brands are growing their customer base, but are they really all that different from regular brands?",https://www.thehindu.com/sci-tech/health/the-growing-industry-of-personalised-beauty-brands-in-india/article33911059.ece,life-and-style,"Tue, 23 Feb 2021 12:21:00 +0530",2638
"IndiGo FY24 net surges past ₹8,000 crore, to unveil business product",Six consecutive quarters of profit since COVID-19 for the no-frills airline,https://www.thehindu.com/business/Industry/indigo-fy24-net-surges-past-8000-crore-to-unveil-business-product/article68208265.ece,Business,"Thu, 23 May 2024 20:08:16 +0530",2639
"Step inside a painting, travel in VR pods: Here’s how immersive technology is changing the global art world","Placed at the sweet spot where art meets technology, immersive experiences allow audiences to interact with art, making it less intimidating and more accessible",https://www.thehindu.com/life-and-style/step-inside-a-painting-travel-in-vr-pods-heres-how-immersive-technology-is-changing-the-global-art-world/article68031988.ece,Entertainment,"Fri, 10 May 2024 16:56:34 +0530",2640
Champions League | Real Madrid rallies late to beat Bayern 2-1 and reach another final,Joselu scored in the 88th minute and then in stoppage time as Madrid advanced 4-3 on aggregate to set up a final against Borussia Dortmund on June 1,https://www.thehindu.com/sport/football/champions-league-real-madrid-rallies-late-to-beat-bayern-2-1-and-reach-another-final/article68156214.ece,Sport,"Thu, 09 May 2024 10:30:10 +0530",2641
"2024 Interim Budget | After PM Modi’s call, Centre’s measure for social justice progress focuses on poor, women, youth, and farmers",The government’s administrative focus is on ensuring resources get distributed fairly regardless of social standing,https://www.thehindu.com/news/national/after-pm-modis-call-centres-measure-for-social-justice-progress-focuses-on-poor-women-youth-and-farmers/article67801092.ece,Business,"Fri, 02 Feb 2024 01:50:51 +0530",2642
How Anupama Hoskere is popularising puppets at Mandala,"Master puppeteer Anupama Hoskere’s new space, Mandala, dedicated to puppet and performance arts, will celebrate Navaratri with a doll display, puppet gallery inauguration and a host of activities for public including storytelling and Kolaatta (dandiya).",https://www.thehindu.com/entertainment/theatre/how-anupama-hoskere-is-popularising-puppets-at-mandala/article67406623.ece,Entertainment,"Fri, 20 Oct 2023 11:08:38 +0530",2643
NSE to launch derivatives on Nifty Next 50 index from April 24,The exchange will offer three serial monthly index futures and index options contract cycles,https://www.thehindu.com/business/Economy/nse-to-launch-derivatives-on-nifty-next-50-index-from-april-24/article68081010.ece,Business,"Thu, 18 Apr 2024 22:45:58 +0530",2644
"Amid debate about inheritance tax, rising share of personal income tax and indirect tax remains a concern","Recent data show that personal income tax collections have increased, while collections from corporate taxes have reduced",https://www.thehindu.com/data/amid-debate-about-inheritance-tax-rising-share-of-personal-income-tax-and-indirect-tax-remains-a-concern/article68122636.ece,Business,"Tue, 30 Apr 2024 09:23:12 +0530",2645
"Jaclyn Sienna India, the travel guide to presidents","Jaclyn Sienna India, whose clients include former US president George Bush, talks about exclusive holidays, post-pandemic challenges, and why even billionaires can be shown the door",https://www.thehindu.com/life-and-style/luxury/jaclyn-sienna-india-the-travel-guide-to-presidents/article65321943.ece,life-and-style,"Fri, 15 Apr 2022 21:26:05 +0530",2646
Women with no sexual autonomy twice likely to get STIs: study,One in nearly every twelve married women in the age group of 15-49 years in India had experienced at least one sexually transmitted infection or reproductive tract infection over a period of one year,https://www.thehindu.com/sci-tech/science/women-with-no-sexual-autonomy-twice-likely-to-get-stis-study/article68186804.ece,Science,"Sat, 18 May 2024 21:00:00 +0530",2647
When the young get creative with choreography,"At Bharata Kalanjali’s ‘Jharna’, dancers got an opportunity to move away from the margam and choreograph new pieces",https://www.thehindu.com/entertainment/dance/when-the-young-get-creative-with-choreography/article67912712.ece,Entertainment,"Mon, 04 Mar 2024 17:41:45 +0530",2649
"‘Mumbai Magic’, released by the label Desi Trill, is an ode to the city of dreams","‘Mumbai Magic’ by the all-female star lineup of Shalmali Kholgade, Natania Lalwani, and Subhi, released by Desi Trill, celebrates the essence of Mumbai",https://www.thehindu.com/entertainment/music/mumbai-magic-by-the-all-star-female-lineup-of-shalmali-kholgade-natania-lalwani-and-subhi-released-by-desi-trill-celebrates-the-essence-of-mumbai/article68093364.ece,Entertainment,"Mon, 22 Apr 2024 15:48:13 +0530",2650
‘Thalaimai Seyalagalam’ series review: Vasanthabalan’s political drama undone by its predictability and uneven writing,"With the help of a talented ensemble cast, filmmaker Vasanthabalan adapts well to long-form storytelling and attempts to do something fresh in the Tamil streaming space, but the series bites off more than it can chew",https://www.thehindu.com/entertainment/movies/thalaimai-seyalagalam-series-review-vasanthabalans-political-drama-undone-by-its-predictability-and-uneven-writing/article68186261.ece,Entertainment,"Fri, 17 May 2024 17:17:22 +0530",2651
U.S. lawmakers affirm support for Taiwan against China's 'aggression',"Sitting down Monday morning with President Lai Ching-te, Representative Michael McCaul — who heads the influential House Foreign Affairs Committee — said he and his colleagues stood in ""strong support of this beautiful island""",https://www.thehindu.com/news/international/us-lawmakers-affirm-support-for-taiwan-against-chinas-aggression/article68222017.ece,World,"Mon, 27 May 2024 22:06:29 +0530",2652
‘Aarambham’ movie review: This science fiction drama partly holds interest,Debut director Ajay Nag’s Telugu film ‘Aarambham’ scores in some portions and tests patience in others,https://www.thehindu.com/entertainment/movies/aarambham-movie-review-this-science-fiction-drama-partly-holds-interest/article68161251.ece,Entertainment,"Fri, 10 May 2024 18:00:13 +0530",2653
Karthi-Nalan Kumarasamy film titled ‘Vaa Vaathiyaar’; first look out,"The first-look poster of Karthi’s upcoming Tamil film ‘Vaa Vaathiyaar’ shows the actor in a cop avatar, surrounded by several MGR look-alikes",https://www.thehindu.com/entertainment/movies/karthi-nalan-kumarasamy-film-titled-vaa-vaathiyaar-first-look-out/article68215122.ece,Entertainment,"Sat, 25 May 2024 18:21:57 +0530",2654
Rupee rises 6 paise to 83.31 against U.S. dollar in early trade,Analysts attributed the strengthening dollar to higher U.S. treasury yields even as the Federal Reserve has indicated that it needs more time to assess the progress on inflation.,https://www.thehindu.com/business/markets/rupee-rises-6-paise-to-8331-against-us-dollar-in-early-trade/article68198737.ece,Business,"Tue, 21 May 2024 10:26:39 +0530",2657
‘Yuva’ movie review: Yuva Rajkumar debuts in an utterly formulaic film,"The debutant actor is dashing in action sequences, but director Santhosh Ananddram’s routine story stops this film from being an all-out entertainer",https://www.thehindu.com/entertainment/movies/yuva-movie-review-yuva-rajkumar-debuts-in-an-utterly-formulaic-film/article68006011.ece,Entertainment,"Fri, 29 Mar 2024 17:48:39 +0530",2658
"Cook your way through Kerala, Karaikudi, Goa and Rajasthan with culinary holidays","After seeing the sights, get into the kitchen. Culinary holidays give you a taste of New Delhi’s rajma chawal, Kerala’s meen moilee, Chettinad’s mutton cutlets and more. Here’s how to plan one",https://www.thehindu.com/life-and-style/food/a-guide-to-immersive-culinary-retreats-across-india/article66888216.ece,life-and-style,"Fri, 21 Jul 2023 15:09:33 +0530",2659
Harshdeep Kaur releases the melancholic single ‘Yaar Banaaya Tennu’,"Harshdeep Kaur’s musical oeuvre has a wide span — from the devotional ‘Ek Onkar’ to the vibrant ‘Katiya Karoon’, and the romantic ‘Zalima’.  Her latest single, ‘Yaar Banaaya Tennu’, showcases her versatility across a spectrum of emotions",https://www.thehindu.com/entertainment/music/harshdeep-kaurs-musical-oeuvre-has-a-wide-span-from-the-devotional-ek-onkar-to-the-vibrant-katiya-karoon-and-the-romantic-zalima-her-latest-single-yaar-banaaya-tennu-showcases-her-versatility-across/article68120040.ece,Entertainment,"Tue, 30 Apr 2024 15:42:10 +0530",2660
"Tamil rapper Paal Dabba on his Chennai roots, camp costumes and cryptic clues in songs","Rapper Paal Dabba wants to challenge his audience. There are words from Yoruba words, cryptic puzzles and wonderfully camp costumes in his songs. What inspires him?",https://www.thehindu.com/entertainment/music/tamil-rapper-paal-dabba-on-his-chennai-roots-camp-costumes-and-cryptic-clues-in-songs/article68174310.ece,Entertainment,"Wed, 15 May 2024 17:19:02 +0530",2662
India plays very critical role in IT sector; Indians help the world find solutions to global problems: CEO of cloud security company Zscaler,"“In fact, when I started Zscaler, I opened my office in Bangalore for Zscaler before I opened the offices in Silicon Valley,” Jay Chaudhury, CEO and founder of Zscaler, said.",https://www.thehindu.com/business/Industry/india-plays-very-critical-role-in-it-sector-indians-help-the-world-find-solutions-to-global-problems-ceo-of-cloud-security-company-zscaler/article68152172.ece,Business,"Wed, 08 May 2024 10:38:25 +0530",2663
Maneesh Verma: ‘Jump is about nihilism versus existentialism’,"Theatre actor, writer, producer Maneesh Verma brings a dark comedy, Jump, written and directed by him, which he says looks at death from different perspectives",https://www.thehindu.com/entertainment/theatre/maneesh-vermas-brings-his-dark-comedy-jump-to-bengaluru/article68016071.ece,Entertainment,"Thu, 04 Apr 2024 08:55:29 +0530",2664
Pakistan hopes to get new IMF loan by early July: Finance Minister,Pakistan's current $3 billion arrangement with the IMF runs out in late-April,https://www.thehindu.com/news/international/pakistan-hopes-to-get-new-imf-loan-by-early-july-says-finance-minister/article68097119.ece,Business,"Tue, 23 Apr 2024 12:02:45 +0530",2666
"A crop of new-age schools in India now boasts of seamless designs, flexible furniture, and collaborative spaces","Meet the Indian designers doing away with cramped classrooms and dull walls and prioritising schools with flexible furniture, collaborative spaces, and interactive elements",https://www.thehindu.com/society/new-age-schools-now-boast-flexible-furniture-collaborative-spaces-and-edgy-designs/article66539716.ece,life-and-style,"Fri, 14 Apr 2023 16:43:58 +0530",2669
NMAM Institute of Technology team win Boeing National Aeromodelling Competition 2024 in India,"More than 2,350 students from 855 institutions in India participated in the 2024 edition of the event",https://www.thehindu.com/sci-tech/science/nmam-institute-of-technology-team-win-boeing-national-aeromodelling-competition-2024-in-india-nmamit-nitte-karkala/article68145226.ece,Science,"Mon, 06 May 2024 15:38:55 +0530",2670
"Epitomising Andal, the Vyjayantimala way",The 90-year-old Bharatanatyam exponent showed how emotions and lyrics are central to her art,https://www.thehindu.com/entertainment/dance/epitomising-andal-the-vyjayantimala-way/article67768481.ece,Entertainment,"Tue, 23 Jan 2024 17:33:43 +0530",2671
Justin Langer drops India coach plan after Rahul’s caution,"Langer, who served as Lucknow Super Giants’ head coach this IPL season, recalled a chat with franchise skipper and a senior member of the Indian team Rahul.",https://www.thehindu.com/sport/cricket/justin-langer-drops-india-coach-plan-after-rahuls-caution/article68212801.ece,Sport,"Fri, 24 May 2024 22:12:36 +0530",2672
"AFI conducting frequent raids at National camps, says Adille Sumariwalla","Asian Games champion thrower, who tested positive, has a TUE, says federation chief",https://www.thehindu.com/sport/athletics/afi-conducting-frequent-raids-at-national-camps-says-adille-sumariwalla/article68068907.ece,Sport,"Tue, 16 Apr 2024 00:30:22 +0530",2673
"Gauri Khan shares designs secrets from her latest project, the Falguni Shane Peacock store in Kolkata","This is the third store that Gauri Khan has designed for FSP, after Mumbai and  Hyderabad",https://www.thehindu.com/life-and-style/fashion/gauri-khan-shares-designs-secrets-from-her-latest-project-the-falguni-shane-peacock-store-in-kolkata/article67617830.ece,life-and-style,"Fri, 08 Dec 2023 16:07:08 +0530",2675
TB screening tool launched to enhance healthcare access for vulnerable groups,"The tool will leverage accessible solutions to aid in detection of TB; it aims to enhance access to doctor teleconsultations, provide affordable health products and disseminate credible, disease-specific information to vulnerable population groups",https://www.thehindu.com/news/national/telangana/tb-screening-tool-launched-to-enhance-healthcare-access-for-vulnerable-groups/article68222164.ece,India,"Mon, 27 May 2024 20:52:03 +0530",2676
Hockey | India eyes cohesive effort to keep five-Test hockey series alive against Australia,"The Indians were drubbed 1-5 and 2-4 by Australia in the first two matches of the series, which is a part of preparations for this year's Paris Olympics for both the sides.",https://www.thehindu.com/sport/hockey/hockey-india-eyes-cohesive-effort-to-keep-five-test-hockey-series-alive-against-australia/article68046039.ece,Sport,"Tue, 09 Apr 2024 14:56:12 +0530",2678
"FIH World rankings | Indian men slip to fourth, women's team ranked ninth",India had directly qualified for the Paris Olympics through an Asian Games gold last year and didn’t need to play in the recently-concluded Olympic Qualifiers.,https://www.thehindu.com/sport/hockey/fih-world-rankings-indian-men-slip-to-fourth-womens-team-ranked-ninth/article67942568.ece,Sport,"Tue, 12 Mar 2024 16:45:17 +0530",2679
Raft of top Indian hockey players to turn out for their States in senior Nationals,"Punjab, with five current India players in its ranks, will be the favourite, while defending champion Haryana and host TN will also fancy their chances",https://www.thehindu.com/sport/hockey/hockey-raft-of-top-indian-players-to-turn-out-for-their-states-in-senior-nationals/article67540528.ece,Sport,"Thu, 16 Nov 2023 19:16:05 +0530",2682
Pakistan PM Sharif to visit China next month for formal launch of second phase of CPEC,"The CPEC, which connects Gwadar Port in Pakistan’s Balochistan with China’s Xinjiang province, is opposed by India as it is being laid through Pakistan-occupied Kashmir (PoK).",https://www.thehindu.com/news/international/pakistan-pm-sharif-to-visit-china-next-month-for-formal-launch-of-second-phase-of-cpec/article68215407.ece,World,"Sun, 26 May 2024 03:37:00 +0530",2684
Raw Mango opens store in Hyderabad,Designer Sanjay Garg’s new Raw Mango store in Hyderabad is an extension of his design sensibility,https://www.thehindu.com/life-and-style/fashion/raw-mango-opens-store-in-hyderabad/article66799316.ece,life-and-style,"Thu, 04 May 2023 16:56:11 +0530",2685
Chennai’s metal scene evolves with steady head banging and roars,"In popular pubs across Chennai, an underground metal scene swaddled in black, makes a comeback",https://www.thehindu.com/entertainment/music/chennais-metal-scene-evolves-with-steady-head-banging-and-roars/article68045871.ece,Entertainment,"Wed, 24 Apr 2024 18:31:19 +0530",2686
Netflix CEO Ted Sarandos says ‘Barbie’ and ‘Oppenheimer’ would have been “just as big” on Netflix,Sarandos dismissed the notion that the size of the screen impacts a movie’s success,https://www.thehindu.com/entertainment/movies/netflix-ceo-ted-sarandos-says-barbie-and-oppenheimer-would-have-been-just-as-big-on-netflix/article68220851.ece,Entertainment,"Mon, 27 May 2024 14:00:37 +0530",2688
"SEBI’s latest framework to administer investment advisers, research analysts | Explained",SEBI introduced a framework for supervision and administration of research analysts and investment advisers. It becomes effective from July 25 onwards.,https://www.thehindu.com/business/markets/sebis-latest-framework-to-administer-investment-advisers-research-analysts-explained/article68171722.ece,Business,"Thu, 16 May 2024 18:18:17 +0530",2689
Air India to start direct Delhi-Zurich flights from June 16,The four times a week services will be operated by a Boeing 787 aircraft with a two-class configuration — Economy and Business,https://www.thehindu.com/business/Industry/air-india-to-start-direct-delhi-zurich-flights-from-june-16/article68135266.ece,Business,"Fri, 03 May 2024 15:21:16 +0530",2690
"A book on yoga, specifically for children","Written by Bharatanatyam dancer, Yamini Muthanna, the book is a step-by-step guide for children who are serious about practicing the ancient art",https://www.thehindu.com/life-and-style/fitness/a-book-on-yoga-specifically-for-children/article65544846.ece,life-and-style,"Tue, 21 Jun 2022 10:19:43 +0530",2691
Europa League | Bayer Leverkusen set new European unbeaten record after advancing past Roma to final,Leverkusen drew with Roma 2-2 in the second leg of the Europa League semifinal and advanced to the final with a 4-2 aggregate,https://www.thehindu.com/sport/football/europa-league-bayer-leverkusen-set-new-european-unbeaten-record-after-advancing-past-roma-to-final/article68160153.ece,Sport,"Fri, 10 May 2024 10:31:10 +0530",2693
"Lamborghini launches new Urus S SUV in India, boasting improved performance and sleek design","Italian luxury carmaker Lamborghini launched its latest SUV, the Urus S, in India boasting improved performance, upgraded technology, and a sleek design that is sure to turn heads on the road",https://www.thehindu.com/life-and-style/motoring/lamborghini-urus-s-launched/article66736128.ece,life-and-style,"Fri, 14 Apr 2023 17:32:09 +0530",2694
800 athletes arrive in Gulmarg for Khelo India Winter games,"An official said the athletes from across the country will participate in events like snowboarding, alpine skiing, Nordic skiing, and ski mountaineering",https://www.thehindu.com/sport/athletics/800-athletes-arrive-in-gulmarg-for-khelo-india-winter-games/article67867944.ece,Sport,"Tue, 20 Feb 2024 22:08:11 +0530",2695
Where are the best boba spots in Chennai?,"With stores and customers on the rise, Bubble tea, an East Asian drink, is taking over the streets of Chennai. We find the best spots so you can get your hands on this refreshing drink.",https://www.thehindu.com/food/features/where-are-the-best-boba-spots-in-chennai/article67145316.ece,life-and-style,"Wed, 09 Aug 2023 11:16:01 +0530",2696
"Salman Rushdie, Ai Weiwei and a knife in the eye","Despite enormous threats to their life and work, the writer and the artist remain steadfastly courageous and optimistic. Here’s why we need more like them",https://www.thehindu.com/books/ai-weiwei-salman-rushdie-knife-art-instrument-of-politics-opinion/article68124847.ece,Entertainment,"Fri, 03 May 2024 13:53:35 +0530",2697
"DJ shot dead at a bar in Ranchi, accused held from Gaya",Police say the incident could be a fallout of a scuffle that took place at the bar.,https://www.thehindu.com/news/national/jharkhand/dj-shot-dead-at-a-bar-in-ranchi-accused-held-from-gaya/article68222188.ece,India,"Mon, 27 May 2024 22:57:37 +0530",2698
The Hindu’s day-long curated walk highlighting Chennai’s Biryani,"This biryani tour began at 8 a.m. To celebrate Madras Day, The Hindu organised a day-long curated trail to highlight the unique varieties of this city favourite’s dish. For those of you who could not join us, here’s the list",https://www.thehindu.com/food/features/food-biryani-trail-chennai-madras-day-th/article67244102.ece,life-and-style,"Wed, 30 Aug 2023 19:48:00 +0530",2699
Onam festivities and sale continue in Coimbatore,Here’s a look at what’s in store in the city for upcoming festivals,https://www.thehindu.com/life-and-style/food/onam-festivities-and-sale-continue-in-coimbatore/article67233892.ece,life-and-style,"Wed, 06 Sep 2023 16:49:35 +0530",2700
"Bhumi Pednekar on her first boutique hotel, Kaia in Goa, slow living and disruptive tech","Actor Bhumi Pednekar wants to leave behind a legacy with her films and investments, her latest being a restaurant and boutique hotel in Ashwem, Goa",https://www.thehindu.com/life-and-style/bhumi-pednekar-on-her-first-boutique-hotel-kaia-in-goa-slow-living-and-disruptive-tech/article67089439.ece,life-and-style,"Fri, 21 Jul 2023 15:57:42 +0530",2702
Hockey India names 41-member core probable group for Jr women's national camp,This core group has been picked based on the players' performances,https://www.thehindu.com/sport/hockey/hockey-india-names-41-member-core-probable-group-for-jr-womens-national-camp/article67716978.ece,Sport,"Mon, 08 Jan 2024 04:39:00 +0530",2703
A market just for the soul,"The Sunday Soul Sante, with a wide array of handmade goods, food and music, promises to be full of fun and frolic",https://www.thehindu.com/life-and-style/luxury/the-sunday-soul-sante-with-a-wide-array-of-handmade-goods-food-and-music-will-be-held-in-bengaluru/article67435112.ece,life-and-style,"Fri, 20 Oct 2023 06:41:12 +0530",2704
"Rain, pests drain mangoes of colour, flavour in north India","It is peak mango season in north India, but varieties of the fruit arriving in the market lack taste, odour and colour.",https://www.thehindu.com/news/national/blighted-harvest-lays-low-king-of-fruits-mangoes/article67057781.ece,Business,"Sat, 08 Jul 2023 20:10:13 +0530",2705
